IATA,ICAO,Name,Country,City
ATF,SEAM,Chachoan Airport,Ecuador,Ambato
ATG,,PAF Base Minhas,Pakistan,Attock
ATH,LGAV,Athens International Airport (Eleftherios Venizelos Airport),Greece,Athens
ATI,SUAG,Artigas International Airport,Uruguay,Artigas
ATJ,FMME,Antsirabe Airport,Madagascar,Antsirabe
ATK,PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,United States,"Atqasuk, Alaska"
ATL,KATL,Hartsfield–Jackson Atlanta International Airport,United States,"Atlanta, Georgia"
ATM,SBHT,Altamira Airport,Brazil,"Altamira, Pará"
ATN,AYNX,Namatanai Airport,Papua New Guinea,Namatanai
ATO,KUNI,Ohio University Airport (Snyder Field) ,United States,"Athens / Albany, Ohio"
ATP,AYAI,Aitape Airstrip,Papua New Guinea,Aitape
ATQ,VIAR,Sri Guru Ram Dass Jee International Airport,India,"Amritsar, Punjab"
ATR,GQPA,Atar International Airport,Mauritania,Atar
ATS,KATS,Artesia Municipal Airport,United States,"Artesia, New Mexico"
ATT,,Atmautluak Airport ,United States,"Atmautluak, Alaska"
ATU,PAAT,Casco Cove Coast Guard Station,United States,"Attu Island, Alaska"
ATV,FTTI,Ati Airport,Chad,Ati
ATW,KATW,Appleton International Airport,United States,"Appleton, Wisconsin"
ATX,,Atbasar Airport,Kazakhstan,Atbasar
ATY,KATY,Watertown Regional Airport,United States,"Watertown, South Dakota"
ATZ,HEAT,Assiut Airport,Egypt,Assiut
AUA,TNCA,Queen Beatrix International Airport,Kingdom of the Netherlands,Aruba
AUC,SKUC,Santiago Pérez Quiroz Airport,Colombia,Arauca
AUD,YAGD,Augustus Downs Airport,Australia,"Augustus Downs Station, Queensland"
AUE,,Abu Rudeis Airport,Egypt,Abou Redis
AUF,LFLA,Auxerre – Branches Aerodrome,France,"Auxerre, Burgundy"
AUG,KAUG,Augusta State Airport,United States,"Augusta, Maine"
AUH,OMAA,Abu Dhabi International Airport,United Arab Emirates,Abu Dhabi
AUI,AYND,Aua Island Airport,Papua New Guinea,Aua Island
AUJ,AYAT,Ambunti Airport,Papua New Guinea,Ambunti
AUK,,Alakanuk Airport,United States,"Alakanuk, Alaska"
AUL,,Aur Airport,Marshall Islands,Aur Atoll
AUM,KAUM,Austin Municipal Airport,United States,"Austin, Minnesota"
AUN,KAUN,Auburn Municipal Airport,United States,"Auburn, California"
AUO,KAUO,Auburn University Regional Airport,United States,"Auburn, Alabama"
AUP,AYAG,Agaun Airport,Papua New Guinea,Agaun
AUQ,NTMN,Atuona Airport,French Polynesia,"Atuona, Marquesas Islands"
AUR,LFLW,Aurillac – Tronquières Airport,France,"Aurillac, Auvergne"
AUS,KAUS,Austin–Bergstrom International Airport,United States,"Austin, Texas"
AUT,WPAT,Atauro Airport,East Timor,Atauro Island
AUU,YAUR,Aurukun Airport,Australia,"Aurukun, Queensland"
AUV,AYUM,Aumo Airport,Papua New Guinea,Aumo
AUW,KAUW,Wausau Downtown Airport,United States,"Wausau, Wisconsin"
AUX,SWGN,Araguaína Airport,Brazil,"Araguaína, Tocantins"
AUY,NVVA,Anatom Airport,Vanuatu,"Anatom Island, Tafea"
AUZ,KARR,Aurora Municipal Airport ,United States,"Aurora, Illinois"
AVA,ZUAS,Anshun Huangguoshu Airport,China,"Anshun, Guizhou"
AVB,LIPA,Aviano Air Base,Italy,"Aviano, Pordenone"
AVG,YAUV,Auvergne Airport,Australia,"Auvergne Station, Northern Territory"
AVI,MUCA,Máximo Gómez Airport,Cuba,Ciego de Ávila
AVK,ZMAH,Arvaikheer Airport,Mongolia,Arvaikheer
AVL,KAVL,Asheville Regional Airport,United States,"Asheville, North Carolina"
AVN,LFMV,Avignon – Provence Airport,France,"Avignon, Provence-Alpes-Côte d'Azur"
AVO,KAVO,Avon Park Executive Airport,United States,"Avon Park, Florida"
AVP,KAVP,Wilkes-Barre/Scranton International Airport,United States,"Wilkes-Barre / Scranton, Pennsylvania"
AVU,AGGJ,Avu Avu Airport,Solomon Islands,"Avu Avu, Guadalcanal"
AVV,YMAV,Avalon Airport,Australia,"Avalon, Victoria"
AVW,KAVQ,Marana Regional Airport ,United States,"Tucson, Arizona"
AVX,KAVX,Catalina Airport,United States,"Avalon, California"
AWA,HALA,Awasa Airport,Ethiopia,Awasa
AWB,AYAW,Awaba Airport,Papua New Guinea,Awaba
AWD,NVVB,Aniwa Airport,Vanuatu,"Aniwa Island, Tafea"
AWE,,Alowe Airport,Gabon,Alowe
AWK,PWAK,Wake Island Airfield,United States Minor Outlying Islands,Wake Island
AWM,KAWM,West Memphis Municipal Airport,United States,"West Memphis, Arkansas"
AWN,,Alton Downs Airport,Australia,"Alton Downs, South Australia"
AWP,,Austral Downs Airport,Australia,"Austral Downs, Northern Territory"
AWR,,Awar Airport,Papua New Guinea,Awar
AWZ,OIAW,Ahvaz International Airport,Iran,Ahvaz
AXA,TQPF,Clayton J. Lloyd International Airport,British Overseas Territory of Anguilla,The Valley
AXB,,Maxson Airfield ,United States,"Alexandria Bay, New York"
AXC,YAMC,Aramac Airport,Australia,"Aramac, Queensland"
AXD,LGAL,Alexandroupoli Airport (Dimokritos Airport),Greece,Alexandroupoli
AXE,,Xanxere Airport,Brazil,"Xanxerê, Santa Catarina"
AXF,,Alxa Left Banner Bayanhot Airport,China,"Alxa Left Banner, Inner Mongolia"
AXG,KAXA,Algona Municipal Airport ,United States,"Algona, Iowa"
AXJ,RJDA,Amakusa Airfield,Japan,"Amakusa, Amakusa Islands"
AXK,OYAT,Ataq Airport,Yemen,Ataq
AXL,,Alexandria Airport,Australia,"Alexandria Station, Northern Territory"
AXM,SKAR,El Edén International Airport,Colombia,Armenia
AXN,KAXN,Alexandria Municipal Airport (Chandler Field),United States,"Alexandria, Minnesota"
AXP,MYAP,Spring Point Airport,Bahamas,"Spring Point, Acklins Island"
AXR,NTGU,Arutua Airport,French Polynesia,"Arutua, Tuamotus"
AXS,KAXS,Altus/Quartz Mountain Regional Airport,United States,"Altus, Oklahoma"
AXT,RJSK,Akita Airport,Japan,"Akita, Honshu"
AXU,HAAX,Axum Airport,Ethiopia,Axum
AXV,KAXV,Neil Armstrong Airport,United States,"Wapakoneta, Ohio"
AXX,KAXX,Angel Fire Airport,United States,"Angel Fire, New Mexico"
AYA,,Ayapel Airport,Colombia,Ayapel
AYC,,Ayacucho Airport,Colombia,Ayacucho
AYD,,Alroy Downs Airport,Australia,"Alroy Downs, Northern Territory"
AYG,SKYA,Yaguara Airport,Colombia,Yaguara
AYI,,Yari Airport,Colombia,Yari
AYK,UAUR,Arkalyk Airport,Kazakhstan,Arkalyk
AYL,,Anthony Lagoon Airport,Australia,"Anthony Lagoon, Northern Territory"
AYM,,Yas Island Seaplane Base,United Arab Emirates,"Yas Island, Abu Dhabi"
AYN,ZHAY,Anyang Airport,China,"Anyang, Henan"
AYO,SGAY,Juan de Ayolas Airport,Paraguay,Ayolas
AYP,SPHO,Coronel FAP Alfredo Mendívil Duarte Airport,Peru,Ayacucho
AYQ,YAYE,Ayers Rock Airport,Australia,"Yulara, Northern Territory"
AYR,YAYR,Ayr Airport,Australia,"Ayr, Queensland"
AYS,KAYS,Waycross–Ware County Airport,United States,"Waycross, Georgia"
AYT,LTAI,Antalya Airport,Turkey,Antalya
AYU,AYAY,Aiyura Airport,Papua New Guinea,Aiyura
AYW,WASA,Ayawasi Airport,Indonesia,"Ayawasi, West Papua"
AYX,SPAY,Tnte. Gral. Gerardo Pérez Pinedo Airport,Peru,"Atalaya Province, Department of Ucayali"
AYY,,Arugam Bay Seaplane Base,Sri Lanka,Pottuvil
AZA,KIWA,Phoenix–Mesa Gateway Airport ,United States,"Phoenix, Arizona"
AZB,,Amazon Bay Airport,Papua New Guinea,Amazon Bay
AZD,OIYY,Shahid Sadooghi Airport,Iran,Yazd
AZG,,Pablo L. Sidar Airport,Mexico,"Apatzingán, Michoacán"
AZI,OMAD,Al Bateen Executive Airport,United Arab Emirates,Abu Dhabi
AZL,SWTU,Fazenda Tucunaré Airport,Brazil,"Sapezal, Mato Grosso"
AZN,UTFA,Andizhan Airport,Uzbekistan,Andizhan
AZO,KAZO,Kalamazoo/Battle Creek International Airport,United States,"Kalamazoo, Michigan"
AZP,MMJC,Jorge Jiménez Cantú National Airport,Mexico,"Ciudad López Mateos, State of Mexico"
AZR,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,Algeria,Adrar
AZS,MDCY,Samaná El Catey International Airport,Dominican Republic,El Catey
AZT,,Zapatoca Airport,Colombia,Zapatoca
AZZ,FNAM,Ambriz Airport,Angola,Ambriz
BAA,AYBL,Bialla Airport,Papua New Guinea,Bialla
BAB,KBAB,Beale Air Force Base,United States,"Marysville, California"
BAC,,Barranca de Upia Airport,Colombia,Barranca de Upía
BAD,KBAD,Barksdale Air Force Base,United States,"Bossier City, Louisiana"
BAE,LFMR,Barcelonnette – Saint-Pons Airport,France,"Barcelonnette, Alpes-de-Haute-Provence"
BAF,KBAF,Westfield-Barnes Regional Airport,United States,"Westfield / Springfield, Massachusetts"
BAG,RPUB,Loakan Airport,Philippines,Baguio
BAH,OBBI,Bahrain International Airport,Bahrain,Manama
BAI,MRBA,Buenos Aires Airport,Costa Rica,Buenos Aires
BAJ,,Bali Airport,Papua New Guinea,Bali
BAK,,metropolitan area2,Azerbaijan,Baku
BAL,LTCJ,Batman Airport,Turkey,Batman
BAM,KBAM,Battle Mountain Airport (Lander County Airport),United States,"Battle Mountain, Nevada"
BAN,FZVR,Basongo Airport,Democratic Republic of the Congo,Basongo
BAP,,Baibara Airport,Papua New Guinea,Baibara
BAQ,SKBQ,Ernesto Cortissoz International Airport,Colombia,Barranquilla
BAR,,Qionghai Bo'ao Airport,China,"Qionghai, Hainan"
BAS,AGGE,Balalae Airport,Solomon Islands,"Balalae Island, Western"
BAT,SBBT,Chafei Amsei Airport,Brazil,"Barretos, São Paulo"
BAV,ZBOW,Baotou Airport,China,"Baotou, Inner Mongolia"
BAW,,Biawonque Airport,Gabon,Biawonque
BAX,UNBB,Barnaul Airport,Russia,"Barnaul, Altai Krai"
BAY,LRBM,Baia Mare Airport,Romania,Baia Mare
BAZ,SWBC,Barcelos Airport,Brazil,"Barcelos, Amazonas"
BBA,SCBA,Balmaceda Airport,Chile,Balmaceda
BBB,KBBB,Benson Municipal Airport,United States,"Benson, Minnesota"
BBC,KBYY,Bay City Municipal Airport ,United States,"Bay City, Texas"
BBD,KBBD,Curtis Field,United States,"Brady, Texas"
BBG,NGTU,Butaritari Atoll Airport,Kiribati,Butaritari Atoll
BBH,EDBH,Stralsund–Barth Airport,Germany,"Stralsund / Barth, Mecklenburg-Vorpommern"
BBI,VEBS,Biju Patnaik International Airport,India,"Bhubaneswar, Odisha"
BBJ,EDRB,Bitburg Airport (former Bitburg Air Base),Germany,"Bitburg, Rhineland-Palatinate"
BBK,FBKE,Kasane Airport,Botswana,Kasane
BBL,YLLE,Ballera Airport,Australia,"Ballera gas plant, Queensland"
BBM,VDBG,Battambang Airport,Cambodia,Battambang
BBN,WBGZ,Bario Airport,Malaysia,"Bario, Sarawak"
BBO,HCMI,Berbera Airport,Somalia,Berbera
BBP,EGHJ,Bembridge Airport,United Kingdom,"Bembridge, England"
BBQ,TAPH,Barbuda Codrington Airport,Antigua and Barbuda,Barbuda
BBR,TFFB,Baillif Airport,Guadeloupe,Basse-Terre
BBS,EGLK,Blackbushe Airport,United Kingdom,"Yateley, England"
BBT,FEFT,Berbérati Airport,Central African Republic,Berbérati
BBU,LRBS,Aurel Vlaicu International Airport (Băneasa Airport),Romania,Bucharest
BBV,DIGN,Nero-Mer Airport,Ivory Coast,Grand-Béréby
BBW,KBBW,Broken Bow Municipal Airport,United States,"Broken Bow, Nebraska"
BBX,KLOM,Wings Field ,United States,"Philadelphia, Pennsylvania"
BBY,FEFM,Bambari Airport,Central African Republic,Bambari
BBZ,FLZB,Zambezi Airport,Zambia,Zambezi
BCA,MUBA,Gustavo Rizo Airport,Cuba,Baracoa
BCB,KBCB,Virginia Tech Montgomery Executive Airport,United States,"Blacksburg, Virginia"
BCC,,Bear Creek 3 Airport ,United States,"Bear Creek, Alaska"
BCD,RPVB,Bacolod–Silay International Airport,Philippines,Bacolod
BCE,KBCE,Bryce Canyon Airport,United States,"Bryce Canyon, Utah"
BCF,FEGU,Bouca Airport,Central African Republic,Bouca
BCG,,Bemichi Airport,Guyana,Kumaka
BCH,WPEC,Baucau Airport,East Timor,Baucau
BCI,YBAR,Barcaldine Airport,Australia,"Barcaldine, Queensland"
BCK,YBWR,Bolwarra Airport,Australia,"Bolwarra, Queensland"
BCL,MRBC,Barra del Colorado Airport,Costa Rica,Barra del Colorado
BCM,LRBC,Bacău International Airport,Romania,Bacău
BCN,LEBL,Barcelona–El Prat Airport,Spain,"Barcelona, Catalonia"
BCO,HABC,Baco Airport (Jinka Airport),Ethiopia,Jinka
BCP,AYBC,Bambu Airport,Papua New Guinea,Bambu
BCQ,,Brak Airport,Libya,Brak
BCR,SWNK,Novo Campo Airport,Brazil,"Boca do Acre, Amazonas"
BCS,,Southern Seaplane Airport ,United States,"Belle Chasse, Louisiana"
BCT,KBCT,Boca Raton Airport,United States,"Boca Raton, Florida"
BCU,,Bauchi State Airport,Nigeria,Bauchi
BCV,,Hector Silva Airstrip,Belize,Belmopan
BCW,,Benguerra Island Airport,Mozambique,Benguerra Island
BCX,UWUB,Beloretsk Airport,Russia,"Beloretsk, Republic of Bashkortostan"
BCY,HABU,Bulchi Airport,Ethiopia,Bulchi
BCZ,,Bickerton Island Airport,Australia,"Bickerton Island, Northern Territory"
BDA,TXKF,L.F. Wade International Airport,British Overseas Territory of Bermuda,Hamilton
BDB,YBUD,Bundaberg Airport,Australia,"Bundaberg, Queensland"
BDC,SNBC,Barra do Corda Airport,Brazil,"Barra do Corda, Maranhão"
BDD,YBAU,Badu Island Airport,Australia,"Badu Island, Queensland"
BDE,KBDE,Baudette International Airport,United States,"Baudette, Minnesota"
BDF,,Rinkenberger RLA Airport ,United States,"Bradford, Illinois"
BDG,KBDG,Blanding Municipal Airport,United States,"Blanding, Utah"
BDH,OIBL,Bandar Lengeh Airport,Iran,Bandar Lengeh
BDI,FSSB,Bird Island Airport,Seychelles,Bird Island
BDJ,WAOO,Syamsudin Noor Airport,Indonesia,Banjarmasin
BDK,DIBU,Soko Airport,Ivory Coast,Bondoukou
BDL,KBDL,Bradley International Airport,United States,"Windsor Locks / Hartford, Connecticut"
BDM,LTBG,Bandırma Airport,Turkey,Bandırma
BDN,OPTH,Talhar Airport,Pakistan,Badin
BDO,WICC,Husein Sastranegara International Airport,Indonesia,Bandung
BDP,VNCG,Bhadrapur Airport (Chandragadhi Airport),Nepal,Bhadrapur / Chandragadhi
BDQ,VABO,Vadodara Airport (Civil Airport Harni),India,"Vadodara, Gujarat"
BDR,KBDR,Igor I. Sikorsky Memorial Airport,United States,"Bridgeport, Connecticut"
BDS,LIBR,Brindisi – Salento Airport,Italy,"Brindisi, Apulia"
BDT,FZFD,Gbadolite Airport,Democratic Republic of the Congo,Gbadolite
BDU,ENDU,Bardufoss Airport,Norway,Bardufoss
BDV,FZRB,Moba Airport,Democratic Republic of the Congo,Moba
BDW,YBDF,Bedford Downs Airport,Australia,"Bedford Downs, Western Australia"
BDX,,Broadus Airport,United States,"Broadus, Montana"
BDY,,Bandon State Airport ,United States,"Bandon, Oregon"
BDZ,AYBG,Baindoung Airport,Papua New Guinea,Baindoung
BEA,,Bereina Airport,Papua New Guinea,Bereina
BEB,EGPL,Benbecula Airport,United Kingdom,"Benbecula, Scotland"
BEC,KBEC,Beech Factory Airport,United States,"Wichita, Kansas"
BED,KBED,Laurence G. Hanscom Field,United States,"Bedford, Massachusetts"
BEE,YBGB,Beagle Bay Airport,Australia,"Beagle Bay, Western Australia"
BEF,MNBL,Bluefields Airport,Nicaragua,Bluefields
BEG,LYBE,Belgrade Nikola Tesla Airport,Serbia,Belgrade
BEH,KBEH,Southwest Michigan Regional Airport,United States,"Benton Harbor, Michigan"
BEI,HABE,Beica Airport,Ethiopia,Beica
BEJ,WALK,Kalimarau Airport,Indonesia,Tanjung Redeb
BEK,VIBY,Bareilly Airport,India,"Bareilly, Uttar Pradesh"
BEL,SBBE,Val de Cans International Airport,Brazil,"Belém, Pará"
BEM,GMMD,Beni Mellal Airport,Morocco,Beni Mellal
BEN,HLLB,Benina International Airport,Libya,Benghazi
BEO,YLMQ,Lake Macquarie Airport (Belmont Airport),Australia,"Newcastle, New South Wales"
BEP,VOBI,Bellary Airport,India,"Bellary, Karnataka"
BEQ,EGXH,RAF Honington,United Kingdom,"Bury St Edmunds, England"
BER,EDDB,Berlin Brandenburg Airport,Germany,Berlin
BES,LFRB,Brest Bretagne Airport,France,"Brest, Brittany"
BET,PABE,Bethel Airport,United States,"Bethel, Alaska"
BEU,YBIE,Bedourie Airport,Australia,"Bedourie, Queensland"
BEV,LLBS,Beersheba Airport,Israel,Beersheba
BEW,FQBR,Beira Airport,Mozambique,Beira
BEX,EGUB,RAF Benson,United Kingdom,"Benson, England"
BEY,OLBA,Beirut–Rafic Hariri International Airport / Beirut Air Base,Lebanon,Beirut
BEZ,NGBR,Beru Island Airport,Kiribati,Beru Island
BFA,SGBN,Bahía Negra Airport,Paraguay,Bahía Negra
BFC,,Bloomfield Airport,Australia,"Bloomfield, Queensland"
BFD,KBFD,Bradford Regional Airport,United States,"Bradford, Pennsylvania"
BFE,EDLI,Bielefeld Airport,Germany,"Bielefeld, North Rhine-Westphalia"
BFF,KBFF,Western Nebraska Regional Airport (William B. Heilig Field),United States,"Scottsbluff, Nebraska"
BFG,,Bullfrog Basin Airport ,United States,"Glen Canyon, Utah"
BFH,SBBI,Bacacheri Airport,Brazil,"Curitiba, Paraná"
BFI,KBFI,Boeing Field/King County International Airport,United States,"Seattle, Washington"
BFJ,ZUBJ,Bijie Feixiong Airport,China,"Bijie, Guizhou"
BFK,KBKF,Buckley Air Force Base,United States,"Aurora, Colorado"
BFL,KBFL,Meadows Field Airport,United States,"Bakersfield, California"
BFM,KBFM,Mobile Downtown Airport,United States,"Mobile, Alabama"
BFN,FABL,Bloemfontein Airport,South Africa,Bloemfontein
BFO,FVCZ,Buffalo Range Airport,Zimbabwe,Chiredzi
BFP,KBVI,Beaver County Airport ,United States,"Beaver Falls, Pennsylvania"
BFQ,,Bahía Piña Airport,Panama,Puerto Piña
BFR,KBFR,Virgil I. Grissom Municipal Airport,United States,"Bedford, Indiana"
BFS,EGAA,Belfast International Airport,United Kingdom,"Belfast, Northern Ireland"
BFT,KARW,Beaufort County Airport ,United States,"Beaufort County, South Carolina"
BFU,ZSBB,Bengbu Airport,China,"Bengbu, Anhui"
BFV,VTUO,Buriram Airport,Thailand,Buriram
BFW,DAOS,Sidi Bel Abbès Airport,Algeria,Sidi Bel Abbès
BFX,FKKU,Bafoussam Airport,Cameroon,Bafoussam
BGA,SKBG,Palonegro International Airport,Colombia,Bucaramanga
BGB,FOGB,Booué Airport,Gabon,Booué
BGC,LPBG,Bragança Airport,Portugal,Bragança
BGD,KBGD,Hutchinson County Airport,United States,"Borger, Texas"
BGE,KBGE,Decatur County Industrial Air Park,United States,"Bainbridge, Georgia"
BGF,FEFF,Bangui M'Poko International Airport,Central African Republic,Bangui
BGG,LTCU,Bingöl Airport,Turkey,Bingöl
BGH,GQNE,Abbaye Airport,Mauritania,Bogué
BGI,TBPB,Grantley Adams International Airport,Barbados,Bridgetown
BGJ,BIBF,Borgarfjörður Eystri Airport,Iceland,Borgarfjörður Eystri
BGK,,Big Creek Airport,Belize,Big Creek
BGL,VNBL,Baglung Airport,Nepal,Baglung
BGM,KBGM,Greater Binghamton Airport (Edwin A. Link Field),United States,"Binghamton, New York"
BGN,UESG,Belaya Gora Airport,Russia,"Belaya Gora, Yakutia"
BGO,ENBR,"Bergen Airport, Flesland",Norway,Bergen
BGP,,Bongo Airport,Gabon,Bongo
BGQ,PAGQ,Big Lake Airport,United States,"Big Lake, Alaska"
BGR,KBGR,Bangor International Airport,United States,"Bangor, Maine"
BGT,,Bagdad Airport ,United States,"Bagdad, Arizona"
BGU,FEFG,Bangassou Airport,Central African Republic,Bangassou
BGV,,Bento Gonçalves Airport,Brazil,"Bento Gonçalves, Rio Grande do Sul"
BGW,ORBI,Baghdad International Airport,Iraq,Baghdad
BGX,SBBG,Comandante Gustavo Kraemer Airport,Brazil,"Bagé, Rio Grande do Sul"
BGY,LIME,Il Caravaggio International Airport (Orio al Serio Airport),Italy,"Milan / Bergamo, Lombardy"
BGZ,LPBR,Braga Airport,Portugal,Braga
BHA,SESV,Los Perales Airport,Ecuador,Bahía de Caráquez
BHB,KBHB,Hancock County-Bar Harbor Airport,United States,"Bar Harbor, Maine"
BHD,EGAC,George Best Belfast City Airport,United Kingdom,"Belfast, Northern Ireland"
BHE,NZWB,Woodbourne Airport,New Zealand,Blenheim
BHF,SKCP,Bahía Cupica Airport,Colombia,Bahía Cupica
BHG,,Brus Laguna Airport,Honduras,Brus Laguna
BHH,OEBH,Bisha Domestic Airport,Saudi Arabia,Bisha
BHI,SAZB,Comandante Espora Airport,Argentina,"Bahía Blanca, Buenos Aires"
BHJ,VABJ,Bhuj Airport / Bhuj Rudra Mata Air Force Base,India,"Bhuj, Gujarat"
BHK,UTSB,Bukhara International Airport,Uzbekistan,Bukhara
BHL,,Bahía de los Ángeles Airport,Mexico,"Bahía de los Ángeles, Baja California"
BHM,KBHM,Birmingham–Shuttlesworth International Airport,United States,"Birmingham, Alabama"
BHN,OYBN,Beihan Airport,Yemen,Beihan
BHO,VABP,Raja Bhoj Airport,India,"Bhopal, Madhya Pradesh"
BHP,VNBJ,Bhojpur Airport,Nepal,Bhojpur
BHQ,YBHI,Broken Hill Airport,Australia,"Broken Hill, New South Wales"
BHR,VNBP,Bharatpur Airport,Nepal,Bharatpur
BHS,YBTH,Bathurst Airport,Australia,"Bathurst, New South Wales"
BHT,,Brighton Downs Airport,Australia,"Brighton Downs, Queensland"
BHU,VABV,Bhavnagar Airport,India,"Bhavnagar, Gujarat"
BHV,OPBW,Bahawalpur Airport,Pakistan,Bahawalpur
BHW,,Bhagatanwala Airport,Pakistan,Sargodha
BHX,EGBB,Birmingham Airport,United Kingdom,"Birmingham, England"
BHY,ZGBH,Beihai Fucheng Airport,China,"Beihai, Guangxi"
BHZ,,metropolitan area3,Brazil,"Belo Horizonte, Minas Gerais"
BIA,LFKB,Bastia – Poretta Airport,France,"Bastia, Corsica"
BIB,HCMB,Baidoa Airport,Somalia,Baidoa
BID,KBID,Block Island State Airport,United States,"Block Island, Rhode Island"
BIE,KBIE,Beatrice Municipal Airport,United States,"Beatrice, Nebraska"
BIF,KBIF,Biggs Army Airfield,United States,"El Paso, Texas"
BIG,PABI,Allen Army Airfield,United States,"Delta Junction, Alaska"
BIH,KBIH,Eastern Sierra Regional Airport,United States,"Bishop, California"
BII,,Bikini Atoll Airport,Marshall Islands,Bikini Atoll
BIJ,,Biliau Airport,Papua New Guinea,Biliau
BIK,WABB,Frans Kaisiepo Airport,Indonesia,Biak
BIL,KBIL,Billings Logan International Airport,United States,"Billings, Montana"
BIM,MYBS,South Bimini Airport,Bahamas,Bimini
BIN,OABN,Bamyan Airport,Afghanistan,Bamyan
BIO,LEBB,Bilbao Airport,Spain,"Bilbao, Basque Country"
BIP,,Bulimba Airport,Australia,"Bulimba, Queensland"
BIQ,LFBZ,Biarritz Pays Basque Airport,France,"Biarritz, Aquitaine"
BIR,VNVT,Biratnagar Airport,Nepal,Biratnagar
BIS,KBIS,Bismarck Municipal Airport,United States,"Bismarck, North Dakota"
BIT,VNBT,Baitadi Airport,Nepal,Baitadi
BIU,BIBD,Bíldudalur Airport,Iceland,Bíldudalur
BIV,FEFR,Bria Airport,Central African Republic,Bria
BIW,,Billiluna Airport,Australia,"Billiluna, Western Australia"
BIX,KBIX,Keesler Air Force Base,United States,"Biloxi, Mississippi"
BIY,FABE,Bhisho Airport,South Africa,Bhisho
BIZ,,Bimin Airport,Papua New Guinea,Bimin
BJA,DAAE,Soummam – Abane Ramdane Airport,Algeria,Béjaïa
BJB,OIMN,Bojnord Airport,Iran,Bojnord
BJC,KBJC,Rocky Mountain Metropolitan Airport,United States,"Denver, Colorado"
BJD,BIBK,Bakkafjörður Airport,Iceland,Bakkafjörður
BJE,,Baleela Airport,Sudan,Baleela
BJF,ENBS,Båtsfjord Airport,Norway,Båtsfjord
BJG,,Kotamobagu Mopait Airport,Indonesia,Kotamobagu
BJH,VNBG,Bajhang Airport,Nepal,Bajhang
BJI,KBJI,Bemidji Regional Airport,United States,"Bemidji, Minnesota"
BJJ,KBJJ,Wayne County Airport,United States,"Wooster, Ohio"
BJK,WAPK,Benjina Airport (Nangasuri Airport),Indonesia,Benjina
BJL,GBYD,Banjul International Airport,Gambia,Banjul
BJM,HBBA,Bujumbura International Airport,Burundi,Bujumbura
BJN,,Bajone Airport,Mozambique,Bajone
BJO,SLBJ,Bermejo Airport,Bolivia,Bermejo
BJP,SBBP,Arthur Siqueira–Bragança Paulista State Airport,Brazil,"Bragança Paulista, São Paulo"
